Order_ID,Customer_ID,Warehouse_ID,Delivery_Partner_ID,Order_Date,Order_Dispatched_Date,Promised_Delivery_Date,Actual_Delivery_Date,Distance_KM,Order_Value,Freight_Cost,Packaging_Cost,Warehouse_Handling_Cost,Delivery_Partner_Cost,Order_Status
ORD01292,CUST0262,WH020,DP016,2024-03-12,2024-03-14,2024-03-15,2024-03-14,5.7,3494.39,70.13,40.89,65.16,59.49,Delivered
ORD01293,CUST1385,WH003,DP055,2024-06-10,2024-06-12,2024-06-13,2024-06-12,9.5,579.91,96.05,22.94,62.43,81.25,Delivered
ORD01294,CUST1935,WH009,DP025,2025-06-02,2025-06-04,2025-06-05,2025-06-06,17.8,259.25,163.82,18.63,66.34,143.21,Delivered
ORD01295,CUST1503,WH040,DP011,2025-12-19,2025-12-21,2025-12-23,2025-12-24,4.1,1856.88,63.66,31.38,78.58,50.68,Delivered
ORD01296,CUST1003,WH011,DP022,2024-03-20,2024-03-20,2024-03-21,2024-03-21,4.0,1639.88,66.1,13.32,76.39,53.07,Delivered
ORD01297,CUST0026,WH046,DP084,2025-07-21,,2025-07-24,,23.8,2591.9,162.01,35.34,72.08,181.04,Cancelled
ORD01298,CUST1302,WH046,DP025,2024-02-27,2024-02-28,2024-02-29,2024-02-29,6.4,1796.6,92.37,13.43,59.58,60.08,Delivered
ORD01299,CUST1831,WH040,DP030,2024-06-03,,2024-06-07,,25.2,766.08,199.5,26.23,34.92,114.21,Cancelled
ORD01300,CUST1055,WH007,DP009,2024-06-19,2024-06-21,2024-06-22,2024-06-22,2.7,544.97,54.9,42.75,45.76,46.2,Delivered
ORD01301,CUST0521,WH018,DP033,2024-01-05,2024-01-06,2024-01-08,2024-01-08,4.1,932.85,60.86,51.42,82.11,54.31,Delivered
ORD01302,CUST0136,WH045,DP061,2024-04-26,2024-04-28,2024-04-30,2024-05-01,14.7,840.34,160.29,,34.13,111.59,Delivered
ORD01303,CUST0494,WH021,DP083,2025-03-30,2025-04-01,2025-04-03,2025-04-03,13.3,2223.78,131.86,37.62,29.56,101.62,Delivered
ORD01304,CUST1164,WH040,DP075,2025-08-14,2025-08-16,2025-08-17,2025-08-17,7.4,1024.87,91.04,30.3,58.11,61.79,Delivered
ORD01305,CUST0986,WH021,DP075,2025-07-17,2025-07-18,2025-07-19,2025-07-18,18.1,1435.9,134.97,42.23,74.44,150.1,Delivered
ORD01306,CUST1766,WH006,DP094,2024-05-26,2024-05-27,2024-05-28,2024-05-30,17.7,849.98,208.77,54.42,55.13,138.4,Delivered
ORD01307,CUST1329,WH036,DP029,2025-11-26,2025-11-28,2025-11-30,2025-12-01,20.3,1175.59,160.4,37.47,30.58,142.02,Delivered
ORD01308,CUST1024,WH036,DP004,2025-02-24,2025-02-25,2025-02-27,,4.4,1119.56,77.76,28.85,73.1,58.17,Failed/Returned
ORD01309,CUST1458,WH004,DP074,2025-11-11,2025-11-12,2025-11-13,2025-11-12,9.9,358.47,91.71,35.95,33.79,66.47,Delivered
ORD01310,CUST0130,WH002,DP089,2024-12-30,2025-01-01,2025-01-03,2025-01-05,42.2,1117.87,326.05,34.45,49.99,169.25,Delivered
ORD01311,CUST1884,WH036,DP087,2025-07-12,2025-07-13,2025-07-14,2025-07-14,39.9,1371.55,236.74,32.68,45.11,168.04,Delivered
ORD01312,CUST1879,WH004,DP093,2024-05-05,2024-05-06,2024-05-08,2024-05-10,5.4,604.11,87.07,22.11,55.95,65.24,Delivered
ORD01313,CUST1611,WH004,DP062,2025-12-03,2025-12-04,2025-12-05,2025-12-07,15.6,1219.68,172.78,23.88,70.9,116.14,Delivered
ORD01314,CUST0648,WH038,DP087,2024-07-03,2024-07-05,2024-07-06,2024-07-06,7.2,199.37,78.15,45.97,22.27,78.87,Delivered
ORD01315,CUST0758,WH001,DP036,2025-07-03,2025-07-03,2025-07-05,2025-07-04,13.3,3292.42,140.62,52.57,81.91,98.18,Delivered
ORD01316,CUST0887,WH028,DP086,2024-03-05,2024-03-06,2024-03-07,2024-03-09,40.5,1512.59,252.45,28.77,37.46,303.11,Delivered
ORD01317,CUST1442,WH006,DP029,2024-04-03,2024-04-05,2024-04-07,2024-04-07,9.1,1258.76,100.84,54.43,20.1,74.09,Delivered
ORD01318,CUST1267,WH050,DP061,2024-09-16,2024-09-17,2024-09-18,2024-09-18,6.3,1577.52,78.07,13.8,59.99,68.05,Delivered
ORD01319,CUST0289,WH036,DP049,2024-06-20,2024-06-22,2024-06-24,2024-06-24,4.0,1266.04,67.44,34.97,56.89,49.55,Delivered
ORD01320,CUST0888,WH035,DP072,2024-04-02,2024-04-04,2024-04-05,,23.7,1441.22,220.54,35.88,78.35,150.89,Failed/Returned
ORD01321,CUST0149,WH040,DP047,2025-07-08,2025-07-09,2025-07-10,2025-07-09,6.1,2317.8,78.58,13.32,72.19,62.16,Delivered
ORD01322,CUST1218,WH045,DP031,2025-11-14,2025-11-15,2025-11-17,2025-11-18,12.4,1127.44,105.23,17.44,81.31,115.91,Delivered
ORD01323,CUST1145,WH037,DP024,2024-10-14,2024-10-16,2024-10-18,2024-10-18,18.7,181.04,135.85,28.35,39.68,155.04,Delivered
ORD01324,CUST1927,WH009,DP010,2024-12-23,2024-12-24,2024-12-25,2024-12-26,6.2,910.03,81.83,45.71,43.48,77.69,Delivered
ORD01325,CUST1375,WH006,DP096,2024-08-31,2024-09-02,2024-09-04,2024-09-05,25.7,479.18,240.87,17.93,39.29,192.7,Delivered
ORD01326,CUST0575,WH010,DP012,2025-08-02,2025-08-03,2025-08-04,2025-08-04,16.2,732.68,192.14,38.17,58.49,111.84,Delivered
ORD01327,CUST1204,WH033,DP010,2024-06-23,2024-06-25,2024-06-26,2024-06-26,9.6,674.2,125.32,31.32,72.73,98.88,Delivered
ORD01328,CUST1687,WH007,DP071,2024-12-02,2024-12-04,2024-12-05,2024-12-04,8.1,1065.79,95.19,26.9,39.09,86.35,Delivered
ORD01329,CUST0290,WH037,DP017,2025-02-01,2025-02-03,2025-02-04,2025-02-05,11.0,725.6,135.68,48.32,43.87,99.25,Delivered
ORD01330,CUST0450,WH026,DP091,2025-12-05,2025-12-06,2025-12-07,2025-12-07,1.5,683.16,49.63,50.63,46.65,42.26,Delivered
ORD01331,CUST0334,WH033,DP072,2024-11-30,2024-12-01,2024-12-03,2024-12-05,6.3,1578.51,94.39,38.27,77.68,60.96,Delivered
ORD01332,CUST0375,WH034,DP021,2024-01-16,2024-01-17,2024-01-19,2024-01-21,5.6,756.38,69.73,41.62,66.61,54.85,Delivered
ORD01333,CUST0765,WH050,DP001,2025-02-15,2025-02-17,2025-02-18,2025-02-17,25.6,902.06,207.98,32.7,23.83,169.4,Delivered
ORD01334,CUST0762,WH037,DP001,2025-09-30,2025-10-01,2025-10-02,2025-10-02,16.2,654.04,187.76,38.25,74.85,90.68,Delivered
ORD01335,CUST1531,WH006,DP006,2025-10-23,2025-10-24,2025-10-25,2025-10-24,,1079.4,267.57,43.99,34.78,193.1,Delivered
ORD01336,CUST0947,WH003,DP010,2024-02-29,2024-03-02,2024-03-04,2024-03-03,3.7,1594.19,66.09,46.82,58.59,46.17,Delivered
ORD01337,CUST1176,WH033,DP040,2025-02-01,2025-02-02,2025-02-03,2025-02-03,10.5,1907.65,102.88,36.16,41.27,100.55,Delivered
ORD01338,CUST1138,WH038,DP074,2025-12-23,2025-12-24,2025-12-25,2025-12-25,27.5,890.61,219.88,21.17,75.74,182.97,Delivered
ORD01339,CUST0181,WH047,DP080,2024-03-23,2024-03-25,2024-03-26,2024-03-26,13.5,1127.54,112.03,46.1,53.45,,Delivered
ORD01340,CUST1486,WH050,DP100,2024-08-06,2024-08-08,2024-08-09,2024-08-10,30.8,692.91,195.99,15.04,36.76,170.74,Delivered
ORD01341,CUST0141,WH012,DP060,2025-07-06,2025-07-07,2025-07-08,2025-07-08,3.3,983.22,66.05,50.37,33.87,55.34,Delivered
ORD01342,CUST0862,WH010,DP068,2025-11-12,2025-11-13,2025-11-15,2025-11-16,5.9,1006.26,93.38,14.6,76.03,62.98,Delivered
ORD01343,CUST1470,WH015,DP033,2024-09-20,2024-09-21,2024-09-22,,29.4,1290.51,256.0,50.31,80.51,187.55,Failed/Returned
ORD01344,CUST1887,WH025,DP081,2024-05-02,2024-05-02,2024-05-03,2024-05-03,16.0,3967.56,188.2,53.67,39.36,117.57,Delivered
ORD01345,CUST0103,WH046,DP051,2025-11-21,2025-11-22,2025-11-23,2025-11-24,10.2,772.72,103.97,27.48,60.29,80.46,Delivered
ORD01346,CUST1217,WH001,DP005,2024-02-15,2024-02-17,2024-02-19,2024-02-18,12.6,755.63,146.24,35.26,41.66,78.2,Delivered
ORD01347,CUST1229,WH043,DP014,2025-09-02,2025-09-04,2025-09-05,2025-09-06,16.2,616.71,122.75,50.25,26.48,90.09,Delivered
ORD01348,CUST0040,WH044,DP019,2024-09-28,2024-09-30,2024-10-01,2024-10-02,6.2,266.28,95.22,26.13,39.17,70.51,Delivered
ORD01349,CUST0832,WH002,DP092,2025-12-21,2025-12-23,2025-12-25,2025-12-25,9.6,817.43,98.13,38.7,79.76,99.12,Delivered
ORD01350,CUST1829,WH001,DP011,2025-09-02,2025-09-03,2025-09-04,2025-09-03,13.5,4568.18,163.33,40.68,31.85,117.89,Delivered
ORD01351,CUST1762,WH011,DP054,2024-05-04,2024-05-06,2024-05-07,2024-05-07,25.3,1768.28,167.92,44.66,65.48,143.23,Delivered
ORD01352,CUST1406,WH042,DP088,2024-06-02,2024-06-02,2024-06-03,2024-06-02,2.5,1512.13,58.63,37.29,48.61,45.9,Delivered
ORD01353,CUST0908,WH049,DP091,2024-08-05,2024-08-07,2024-08-09,2024-08-09,18.4,1400.81,181.74,20.22,28.39,93.84,Delivered
ORD01354,CUST0058,WH042,DP030,2025-04-14,2025-04-16,2025-04-17,2025-04-17,6.3,1205.11,68.02,40.66,73.9,78.66,Delivered
ORD01355,CUST1478,WH050,DP002,2024-04-23,2024-04-23,2024-04-24,2024-04-24,1200.0,868.18,123.92,20.74,78.32,100.34,Delivered
ORD01356,CUST1038,WH003,DP079,2024-02-22,2024-02-24,2024-02-25,2024-02-26,17.1,1656.18,126.01,42.05,69.42,123.42,Delivered
ORD01357,CUST1804,WH022,DP079,2025-04-19,2025-04-21,2025-04-23,2025-04-24,10.7,628.18,117.68,38.51,31.33,81.91,Delivered
ORD01358,CUST0301,WH022,DP006,2024-02-06,2024-02-07,2024-02-09,2024-02-08,2.5,953.57,48.24,27.54,24.59,52.14,Delivered
ORD01359,CUST1170,WH026,DP055,2024-09-12,2024-09-13,2024-09-14,2024-09-13,5.4,864.72,76.78,52.54,79.07,52.79,delivered
ORD01360,CUST1425,WH050,DP031,2024-09-24,2024-09-25,2024-09-26,2024-09-27,15.8,1352.25,168.86,54.83,52.56,90.32,Delivered
ORD01361,CUST0629,WH019,DP075,2025-05-31,2025-06-01,2025-06-02,2025-06-02,8.6,701.66,115.06,42.05,84.13,61.51,Delivered
ORD01362,CUST0017,WH021,DP028,2025-04-03,2025-04-04,2025-04-05,,9.9,2281.62,85.05,18.91,42.62,84.23,Failed/Returned
ORD01363,CUST0377,WH026,DP037,2025-10-27,2025-10-29,2025-10-31,2025-11-02,2.0,869.73,46.84,16.55,54.92,41.49,Delivered
ORD01364,CUST0449,WH010,DP029,2025-09-07,2025-09-07,2025-09-08,2025-09-10,4.6,1789.67,59.6,25.23,75.64,62.37,Delivered
ORD01365,CUST0096,WH044,DP046,2025-10-14,2025-10-15,2025-10-16,2025-10-16,15.7,1157.31,188.79,22.5,61.42,117.0,Delivered
ORD01366,CUST0182,WH008,DP050,2025-06-24,2025-06-26,2025-06-27,2025-06-27,5.8,586.44,67.95,28.88,34.3,73.92,Delivered
ORD01367,CUST1795,WH049,DP073,2025-08-05,2025-08-06,2025-08-08,2025-08-09,15.7,1052.32,148.92,35.93,83.83,135.93,Delivered
ORD01368,CUST1580,WH038,DP055,2024-05-06,2024-05-08,2024-05-09,2024-05-11,6.0,1066.26,71.93,25.4,45.69,73.24,Delivered
ORD01369,CUST1812,WH001,DP089,2025-02-05,2025-02-06,2025-02-07,2025-02-08,10.1,1869.17,111.79,18.08,44.05,68.44,Delivered
ORD01370,CUST0259,WH039,DP001,2024-06-05,2024-06-07,2024-06-08,2024-06-08,16.8,991.16,186.3,51.02,27.44,141.97,Delivered
ORD01371,CUST0884,WH013,DP090,2025-12-12,2025-12-13,2025-12-15,2025-12-17,13.9,1358.37,159.77,53.17,26.43,117.04,Delivered
ORD01372,CUST1070,WH008,DP074,2024-03-11,2024-03-13,2024-03-15,2024-03-15,12.1,509.81,137.03,51.12,66.98,98.67,Delivered
ORD01373,CUST1097,WH014,DP048,2025-11-08,2025-11-09,2025-11-10,2025-11-10,27.5,3688.74,272.92,26.29,55.79,214.38,Delivered
ORD01374,CUST1415,WH046,DP013,2025-04-21,2025-04-23,2025-04-24,2025-04-25,26.2,1925.76,258.86,28.41,53.59,192.24,Delivered
ORD01375,CUST1656,WH049,DP090,2024-05-21,,2024-05-24,,8.9,2542.52,103.86,37.97,34.04,75.07,Cancelled
ORD01376,CUST1646,WH012,DP066,2025-06-04,2025-06-05,2025-06-06,2025-06-07,15.7,1963.2,137.91,23.87,82.49,85.45,Delivered
ORD01377,CUST0977,WH049,DP021,2024-11-11,2024-11-13,2024-11-14,2024-11-14,14.0,587.66,119.96,12.05,31.55,93.49,Delivered
ORD01378,CUST1937,WH043,DP020,2024-10-11,2024-10-13,2024-10-15,2024-10-17,10.8,1703.47,104.05,14.54,25.76,110.06,Delivered
ORD01379,CUST1532,WH034,DP015,2025-10-05,2025-10-07,2025-10-09,2025-10-09,9.0,1238.95,123.05,14.84,83.31,82.78,Delivered
ORD01380,CUST1285,WH048,DP095,2024-08-15,,2024-08-17,,8.8,735.23,88.15,12.56,22.35,63.18,Cancelled
ORD01381,CUST1469,WH009,DP057,2025-07-22,2025-07-24,2025-07-25,2025-07-27,1.0,350.81,40.64,33.42,75.28,41.5,Delivered
ORD01382,CUST0268,WH049,DP065,2024-09-24,2024-09-26,2024-09-27,2024-09-27,5.5,828.08,63.79,16.02,41.81,57.08,Delivered
ORD01383,CUST1625,WH046,DP077,2025-01-17,2025-01-18,2025-01-20,2025-01-20,25.3,658.82,219.3,21.92,73.83,146.91,Delivered
ORD01384,CUST1573,WH009,DP010,2025-11-12,2025-11-14,2025-11-16,2025-11-15,5.4,3046.84,88.75,41.4,62.36,53.14,Delivered
ORD01385,CUST0612,WH031,DP049,2024-01-22,,2024-01-25,,23.0,5756.54,258.66,49.2,22.66,157.55,Cancelled
ORD01386,CUST1725,WH016,DP095,2024-09-19,2024-09-20,2024-09-21,2024-09-20,18.6,676.82,185.67,35.27,37.93,119.96,Delivered
ORD01387,CUST0998,WH027,DP002,2024-02-08,2024-02-10,2024-02-11,2024-02-11,1.0,1302.39,42.79,33.55,43.85,39.47,Delivered
ORD01388,CUST1797,WH049,DP006,2025-01-06,2025-01-07,2025-01-08,2025-01-08,35.8,743.38,380.45,28.48,65.53,154.44,Delivered
ORD01389,CUST1191,WH020,DP037,2024-05-18,2024-05-19,2024-05-20,,17.4,639.31,148.14,45.49,70.91,89.72,Failed/Returned
ORD01390,CUST0628,WH044,DP078,2025-04-15,2025-04-17,2025-04-18,2025-04-18,6.2,924.04,83.59,45.12,66.62,62.13,Delivered
ORD01391,CUST0266,WH013,DP022,2024-02-22,2024-02-23,2024-02-24,,26.6,1131.63,278.93,28.57,48.2,124.21,Failed/Returned
ORD01392,CUST0282,WH043,DP095,2025-06-02,2025-06-04,2025-06-06,2025-06-07,14.8,807.95,160.46,26.77,62.55,95.18,Delivered
ORD01393,CUST1094,WH003,DP095,2025-02-19,2025-02-21,2025-02-22,2025-02-23,12.3,1122.74,154.95,33.2,84.11,102.29,Delivered
ORD01394,CUST1484,WH016,DP040,2024-11-30,2024-12-01,2024-12-03,2024-12-03,17.1,844.88,176.76,51.02,66.23,125.35,Delivered
ORD01395,CUST1818,WH016,DP018,2024-12-05,,2024-12-07,,13.9,281.64,124.08,42.97,82.56,102.33,Cancelled
ORD01396,CUST1089,WH024,DP031,2025-02-28,2025-03-01,2025-03-02,2025-03-03,2.5,1105.1,50.03,21.67,36.95,50.65,Delivered
ORD01397,CUST1738,WH024,DP086,2025-08-29,2025-08-30,2025-09-01,2025-09-01,4.0,1450.51,62.48,34.75,46.37,58.5,Delivered
ORD01398,CUST1155,WH045,DP087,2025-10-28,2025-10-30,2025-10-31,2025-11-01,10.5,1246.22,111.31,23.55,41.5,91.15,Delivered
ORD01399,CUST1931,WH050,DP082,2025-01-21,2025-01-23,2025-01-24,2025-01-24,22.0,951.98,251.38,26.43,32.96,139.42,Delivered
ORD01400,CUST1908,WH025,DP094,2025-04-03,2025-04-04,2025-04-05,2025-04-05,2.7,678.18,61.49,37.57,52.68,43.79,Delivered
ORD01401,CUST0585,WH022,DP048,2025-02-16,2025-02-18,2025-02-19,2025-02-20,22.8,2513.44,149.9,12.95,65.35,133.68,Delivered
ORD01402,CUST1669,WH006,DP044,2025-05-21,2025-05-22,2025-05-23,2025-05-25,8.1,1087.81,81.28,19.97,45.94,84.78,Delivered
ORD01403,CUST0373,WH029,DP015,2024-08-28,2024-08-29,2024-08-31,2024-09-01,2.1,1388.6,50.26,48.7,35.57,49.54,Delivered
ORD01404,CUST0545,WH008,DP024,2025-10-06,,2025-10-08,,21.1,916.76,170.66,28.55,80.65,182.51,Cancelled
ORD01405,CUST1624,WH016,DP021,2024-08-17,2024-08-19,2024-08-20,2024-08-20,20.0,1839.02,165.1,52.46,73.08,120.34,Delivered
ORD01406,CUST0846,WH037,DP029,2024-10-15,2024-10-15,2024-10-17,2024-10-18,9.0,385.24,84.69,40.28,49.76,94.67,Delivered
ORD01407,CUST0250,WH047,DP064,2025-10-30,2025-10-31,2025-11-02,2025-11-02,4.1,1297.95,74.35,52.43,73.43,49.63,Delivered
ORD01408,CUST1877,WH006,DP072,2024-12-05,2024-12-07,2024-12-08,2024-12-09,12.2,862.24,118.13,24.08,30.17,118.91,Delivered
ORD01409,CUST0532,WH030,DP035,2024-04-24,2024-04-26,2024-04-27,2024-04-29,2.7,717.07,57.66,48.3,62.28,43.62,Delivered
ORD01410,CUST1913,WH042,DP087,2025-03-07,2025-03-08,2025-03-09,2025-03-09,21.9,2563.26,231.73,13.09,54.39,177.38,Delivered
ORD01411,CUST0271,WH029,DP074,2025-02-14,2025-02-15,2025-02-16,2025-02-17,12.9,422.67,125.73,30.49,64.33,83.76,Delivered
ORD01412,CUST1895,WH003,DP098,2024-01-16,2024-01-16,2024-01-17,2024-01-17,14.2,1150.02,116.83,39.06,43.21,102.55,Delivered
ORD01413,CUST1064,WH042,DP085,2025-01-28,2025-01-30,2025-01-31,2025-01-31,8.7,731.8,118.55,54.32,22.36,77.94,Delivered
ORD01414,CUST0655,WH012,DP060,2025-02-06,2025-02-08,2025-02-10,2025-02-12,11.9,1548.16,101.63,40.49,81.45,71.96,Delivered
ORD01415,CUST1576,WH008,DP028,2024-05-19,2024-05-21,2024-05-22,,9.8,833.1,114.75,44.81,54.39,67.8,Failed/Returned
ORD01416,CUST0406,WH008,DP049,2024-09-10,2024-09-12,2024-09-14,2024-09-15,11.2,1302.72,99.63,38.76,42.82,103.35,Delivered
ORD01417,CUST1179,WH012,DP093,2024-07-14,2024-07-16,2024-07-18,2024-07-19,13.3,1131.93,117.87,39.14,51.5,81.7,Delivered
ORD01418,CUST1863,WH014,DP031,2024-02-21,2024-02-23,2024-02-25,2024-02-26,7.1,1617.07,95.11,18.38,29.8,79.44,Delivered
ORD01419,CUST0357,WH039,DP001,2025-08-24,2025-08-25,2025-08-26,2025-08-26,26.1,1116.41,255.7,24.36,75.44,199.78,Delivered
ORD01420,CUST0465,WH009,DP055,2024-03-26,2024-03-26,2024-03-27,2024-03-26,20.8,1256.01,240.09,30.35,52.97,136.47,Delivered
ORD01421,CUST0384,WH033,DP050,2024-12-17,2024-12-19,2024-12-20,2024-12-19,5.3,1563.64,64.7,38.11,71.21,61.62,Delivered
ORD01422,CUST0029,WH007,DP063,2024-10-07,2024-10-08,2024-10-10,2024-10-11,12.0,1655.66,116.25,17.36,45.77,111.58,Delivered
ORD01423,CUST1295,WH036,DP024,2024-08-06,2024-08-08,2024-08-09,2024-08-10,31.7,917.05,271.64,42.36,82.64,230.75,Delivered
ORD01424,CUST1597,WH017,DP052,2024-01-19,2024-01-21,2024-01-22,2024-01-23,5.6,766.88,84.11,32.57,41.08,54.73,Delivered
ORD01425,CUST0291,WH010,DP021,2024-02-27,2024-02-29,2024-03-01,2024-03-02,18.4,1515.76,185.4,51.54,53.04,145.72,Delivered
ORD01426,CUST1758,WH043,DP095,2025-10-30,2025-10-31,2025-11-01,2025-11-01,19.1,911.07,194.01,36.34,66.63,144.66,Delivered
ORD01427,CUST0773,WH004,DP024,2025-07-25,2025-07-27,2025-07-28,2025-07-30,13.4,1121.41,168.53,47.31,60.17,86.51,Delivered
ORD01428,CUST1619,WH041,DP093,2024-06-18,2024-06-19,2024-06-21,2024-06-23,29.8,858.71,193.93,32.59,71.92,201.61,Delivered
ORD01429,CUST0565,WH032,DP014,2024-06-03,2024-06-04,2024-06-05,2024-06-06,7.8,868.1,100.09,47.59,20.41,65.55,Delivered
ORD01430,CUST0664,WH036,DP020,2025-09-06,2025-09-06,2025-09-07,2025-09-08,24.2,1700.93,182.59,12.58,62.9,144.9,Delivered
ORD01431,CUST0470,WH026,DP074,2025-10-10,2025-10-12,2025-10-13,2025-10-13,4.4,559.93,65.04,47.61,50.78,49.31,Delivered
ORD01432,CUST0515,WH021,DP073,2025-08-11,2025-08-13,2025-08-14,2025-08-13,16.3,1073.22,167.54,15.13,31.33,88.29,Delivered
ORD01433,CUST1160,WH005,DP099,2024-03-03,,2024-03-06,,2.3,576.97,51.43,51.49,42.24,42.06,Cancelled
ORD01434,CUST0434,WH038,DP076,2024-11-18,2024-11-18,2024-11-19,2024-11-18,12.2,4461.08,117.82,25.8,55.56,80.62,Delivered
ORD01435,CUST0346,WH017,DP056,2024-01-07,2024-01-08,2024-01-10,2024-01-09,18.9,675.34,136.22,53.98,63.33,157.24,Delivered
ORD01436,CUST0630,WH010,DP010,2024-02-08,,2024-02-12,,29.4,635.48,292.53,52.45,57.15,173.77,Cancelled
ORD01437,CUST0930,WH042,DP052,2025-02-25,2025-02-27,2025-02-28,2025-02-27,7.9,2327.96,93.25,13.56,82.07,61.04,Delivered
ORD01438,CUST1578,WH039,DP024,2025-02-12,,2025-02-16,,5.2,2577.54,78.55,17.67,62.38,51.19,Cancelled
ORD01439,CUST0974,WH040,DP084,2024-01-04,,2024-01-08,,1.6,1412.38,49.73,35.42,42.91,45.79,Cancelled
ORD01440,CUST0416,WH020,DP015,2024-07-16,2024-07-17,2024-07-19,2024-07-21,14.3,1892.14,133.83,37.91,60.95,95.56,Delivered
ORD01441,CUST1305,WH038,DP043,2025-11-18,2025-11-20,2025-11-21,2025-11-21,13.8,1261.35,107.15,19.81,28.1,83.08,Delivered
ORD01442,CUST0558,WH025,DP037,2024-10-26,2024-10-26,2024-10-27,2024-10-28,7.4,967.37,106.1,36.21,49.65,71.41,Delivered
ORD01443,CUST0811,WH030,DP040,2024-08-07,2024-08-08,2024-08-09,2024-08-08,29.9,1393.56,249.57,25.3,63.25,172.65,Delivered
ORD01444,CUST1672,WH027,DP026,2024-07-17,2024-07-17,2024-07-18,2024-07-18,18.5,1267.94,191.38,28.58,42.59,93.0,Delivered
ORD01445,CUST0645,WH023,DP090,2025-02-28,2025-03-01,2025-03-02,2025-03-02,10.8,428.36,120.8,21.49,32.95,84.08,Delivered
ORD01446,CUST0162,WH029,DP015,2025-08-12,2025-08-13,2025-08-14,2025-08-15,26.7,1633.36,216.31,49.96,56.75,175.9,Delivered
ORD01447,CUST1216,WH024,DP060,2024-08-13,2024-08-14,2024-08-15,2024-08-15,12.7,716.33,120.71,42.92,31.65,81.3,Delivered
ORD01448,CUST0481,WH020,DP011,2024-01-27,2024-01-28,2024-01-29,2024-01-30,20.9,689.26,235.24,48.69,59.92,149.6,Delivered
ORD01449,CUST0715,WH026,DP037,2024-09-27,2024-09-29,2024-09-30,2024-10-01,18.8,799.58,157.06,29.8,48.25,116.25,Delivered
ORD01450,CUST0630,WH015,DP091,2024-10-23,2024-10-25,2024-10-27,2024-10-27,15.4,2267.45,181.04,23.07,24.74,118.9,Delivered
ORD01451,CUST1245,WH049,DP032,2024-05-05,2024-05-06,2024-05-07,2024-05-07,13.7,1468.97,121.21,47.85,81.41,107.79,Delivered
ORD01452,CUST0036,WH017,DP068,2025-05-26,2025-05-27,2025-05-29,2025-05-29,36.8,1365.41,347.73,44.64,74.39,170.62,Delivered
ORD01453,CUST1240,WH009,DP093,2025-01-17,2025-01-19,2025-01-21,2025-01-22,5.9,1590.91,93.66,32.51,80.79,68.49,Delivered
ORD01454,CUST0205,WH018,DP032,2025-03-04,2025-03-04,2025-03-05,2025-03-04,9.9,2617.06,133.89,18.78,82.88,94.81,Delivered
ORD01455,CUST1560,WH031,DP006,2025-08-02,2025-08-04,2025-08-05,2025-08-05,9.6,929.66,123.88,32.59,39.59,77.15,Delivered
ORD01456,CUST0968,WH022,DP075,2024-10-26,2024-10-27,2024-10-28,2024-10-28,17.3,1300.38,124.73,17.67,70.55,87.6,delivered
ORD01457,CUST0304,WH005,DP093,2025-09-19,2025-09-20,2025-09-21,2025-09-23,19.0,879.63,208.18,38.27,56.83,102.75,Delivered
ORD01458,CUST0418,WH008,DP094,2024-05-09,2024-05-10,2024-05-11,2024-05-12,20.9,473.49,180.62,49.14,41.67,127.48,Delivered
ORD01459,CUST1287,WH022,DP087,2024-08-21,2024-08-23,2024-08-25,2024-08-25,8.2,1535.48,98.77,48.1,82.65,73.71,Delivered
ORD01460,CUST0535,WH005,DP091,2024-11-18,2024-11-19,2024-11-20,2024-11-21,2.4,1413.29,50.11,27.5,39.39,45.34,Delivered
ORD01461,CUST0760,WH036,DP007,2025-07-06,2025-07-08,2025-07-09,2025-07-08,14.9,763.47,123.18,50.06,39.28,129.1,Delivered
ORD01462,CUST0400,WH016,DP040,2024-04-04,2024-04-05,2024-04-06,2024-04-07,16.7,786.2,152.45,31.67,31.9,128.92,Delivered
ORD01463,CUST0852,WH038,DP065,2024-02-15,2024-02-15,2024-02-17,2024-02-19,19.9,1337.51,199.97,43.88,63.86,156.9,Delivered
ORD01464,CUST0643,WH042,DP091,2024-07-03,2024-07-03,2024-07-05,2024-07-04,22.9,3508.44,248.01,42.44,29.16,138.64,Delivered
ORD01465,CUST1358,WH042,DP063,2024-06-18,2024-06-19,2024-06-20,2024-06-19,15.8,2022.82,150.8,30.84,38.59,94.3,Delivered
ORD01466,CUST0468,WH010,DP069,2024-01-12,2024-01-14,2024-01-15,2024-01-15,4.8,1533.65,81.73,46.14,74.26,52.54,Delivered
ORD01467,CUST0693,WH026,DP024,2024-02-22,2024-02-23,2024-02-25,2024-02-25,1.5,1591.55,49.04,31.28,41.89,45.03,Delivered
ORD01468,CUST1625,WH040,DP030,2025-08-09,2025-08-10,2025-08-11,2025-08-11,4.8,1724.16,66.92,12.4,21.06,60.41,Delivered
ORD01469,CUST0450,WH002,DP026,2024-09-16,2024-09-17,2024-09-18,2024-09-18,26.6,1523.98,177.01,22.91,50.45,188.46,Delivered
ORD01470,CUST0897,WH001,DP055,2025-06-28,2025-06-30,2025-07-01,2025-07-01,2.4,887.34,54.32,18.11,51.1,49.41,Delivered
ORD01471,CUST1315,WH018,DP048,2025-08-20,2025-08-21,2025-08-22,2025-08-24,40.2,1494.04,417.61,21.06,25.09,301.97,Delivered
